         22x12WE                  (22x12WE.dat)                                12/22/14                       
                                                                                                              
                                                                                                              
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                        
                                                                                                              
         DEFINITIONS:                                                                                         
         J=V/nD (advance ratio)                                                                               
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                              
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                               
         Pe=Ct*J/Cp (efficiency)                                                                              
         V  (model speed in MPH)                                                                              
                                                                                                              
                                                                                                              
         PROP RPM =       1000                                                                                
                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.1068      0.0444       0.018       1.160       0.797              
         0.5        0.03      0.0613      0.1055      0.0447       0.019       1.168       0.787              
         1.1        0.05      0.1202      0.1040      0.0450       0.019       1.176       0.776              
         1.6        0.08      0.1765      0.1023      0.0452       0.019       1.181       0.764              
         2.2        0.10      0.2302      0.1005      0.0454       0.019       1.186       0.750              
         2.7        0.13      0.2812      0.0985      0.0455       0.019       1.189       0.735              
         3.2        0.16      0.3295      0.0962      0.0455       0.019       1.190       0.718              
         3.8        0.18      0.3750      0.0938      0.0455       0.019       1.190       0.700              
         4.3        0.21      0.4176      0.0912      0.0454       0.019       1.187       0.681              
         4.9        0.23      0.4571      0.0885      0.0453       0.019       1.183       0.660              
         5.4        0.26      0.4937      0.0855      0.0450       0.019       1.176       0.638              
         6.0        0.29      0.5272      0.0824      0.0447       0.019       1.167       0.615              
         6.5        0.31      0.5577      0.0789      0.0441       0.018       1.153       0.589              
         7.0        0.34      0.5852      0.0752      0.0434       0.018       1.135       0.561              
         7.6        0.36      0.6094      0.0713      0.0426       0.018       1.112       0.532              
         8.1        0.39      0.6307      0.0673      0.0416       0.017       1.086       0.502              
         8.7        0.42      0.6490      0.0631      0.0404       0.017       1.056       0.471              
         9.2        0.44      0.6645      0.0589      0.0391       0.016       1.022       0.439              
         9.7        0.47      0.6778      0.0545      0.0376       0.016       0.983       0.407              
        10.3        0.49      0.6888      0.0501      0.0359       0.015       0.938       0.374              
        10.8        0.52      0.6976      0.0455      0.0339       0.014       0.886       0.340              
        11.4        0.55      0.7038      0.0408      0.0317       0.013       0.827       0.305              
        11.9        0.57      0.7068      0.0360      0.0292       0.012       0.762       0.269              
        12.5        0.60      0.7073      0.0311      0.0263       0.011       0.687       0.232              
        13.0        0.62      0.7012      0.0261      0.0232       0.010       0.607       0.195              
        13.5        0.65      0.6841      0.0211      0.0200       0.008       0.522       0.157              
        14.1        0.68      0.6495      0.0159      0.0165       0.007       0.432       0.119              
        14.6        0.70      0.5825      0.0107      0.0128       0.005       0.336       0.080              
        15.2        0.73      0.4304      0.0053      0.0090       0.004       0.236       0.040              
        15.7        0.75     -0.0025      0.0000      0.0055       0.002       0.144       0.000              
                                                                                                              
                                                                                                              
                                                                                                              
         PROP RPM =       2000                                                                                
                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.1073      0.0445       0.148       4.651       3.202              
         1.1        0.03      0.0617      0.1060      0.0446       0.148       4.660       3.163              
